	direction	Gene	Degree	Average	Sum	B1	B2	B3	B4	B5	B6
1290	integrate	FBgn0010355	1	0.18765523545240034	0.18765523545240034	36	28	12	4	0	0
6331	integrate	FBgn0031609	1	0.18750744141912018	0.18750744141912018	32	10	0	0	0	0
2681	integrate	FBgn0283681	1	0.18725822221071525	0.18725822221071525	32	10	0	0	0	0
4129	integrate	FBgn0029736	1	0.1872146505824956	0.1872146505824956	85	22	8	3	1	1
3662	integrate	FBgn0032787	1	0.18690135308067796	0.18690135308067796	27	12	7	3	1	1
1	integrate	FBgn0063499	1	0.18688860470131394	0.18688860470131394	1	1	1	1	1	1
5273	integrate	FBgn0051390	1	0.18688555709377686	0.18688555709377686	39	30	13	0	0	0
1492	integrate	FBgn0031117	1	0.18688483109849777	0.18688483109849777	37	29	2	1	1	1
4239	integrate	FBgn0026015	1	0.18665897793970773	0.18665897793970773	32	10	0	0	0	0
5718	integrate	FBgn0263605	1	0.1866219426383192	0.1866219426383192	41	31	12	4	0	0
4974	integrate	FBgn0036804	1	0.18658317719465228	0.18658317719465228	57	20	8	3	1	1
4726	integrate	FBgn0037934	1	0.1857639158708319	0.1857639158708319	21	18	11	1	1	1
666	integrate	FBgn0039868	1	0.18552959855047121	0.18552959855047121	34	26	10	0	0	0
5706	integrate	FBgn0037978	1	0.18542493592418058	0.18542493592418058	65	15	10	0	0	0
1961	integrate	FBgn0030571	1	0.18533313847417754	0.18533313847417754	28	22	8	3	1	1
2304	integrate	FBgn0039882	1	0.18533313847417754	0.18533313847417754	28	22	8	3	1	1
5436	integrate	FBgn0027083	1	0.1852573218942079	0.1852573218942079	28	22	8	3	1	1
6309	integrate	FBgn0037917	1	0.18524975298403115	0.18524975298403115	60	35	10	0	0	0
1335	integrate	FBgn0038968	1	0.18517373215042623	0.18517373215042623	32	10	0	0	0	0
4447	integrate	FBgn0037387	1	0.1849669287522388	0.1849669287522388	119	25	11	1	1	1
4583	integrate	FBgn0033934	1	0.18467436314008992	0.18467436314008992	34	26	10	0	0	0
429	integrate	FBgn0035762	1	0.18458102534803086	0.18458102534803086	17	4	4	3	1	1
5412	integrate	FBgn0026369	1	0.18443299039197822	0.18443299039197822	18	15	10	0	0	0
65	integrate	FBgn0052633	1	0.18421729963531733	0.18421729963531733	31	18	11	1	1	1
3887	integrate	FBgn0030096	1	0.18400986482546436	0.18400986482546436	34	26	10	0	0	0
6396	integrate	FBgn0039766	1	0.1838660025824457	0.1838660025824457	32	10	0	0	0	0
5312	integrate	FBgn0001291	1	0.18377627748915687	0.18377627748915687	39	30	13	0	0	0
281	integrate	FBgn0030930	1	0.1834613971959259	0.1834613971959259	41	31	12	4	0	0
3615	integrate	FBgn0042083	1	0.18309231227959666	0.18309231227959666	15	13	9	2	0	0
3425	integrate	FBgn0035295	1	0.18304319981722844	0.18304319981722844	49	32	12	4	0	0
4683	integrate	FBgn0005672	1	0.18268244878036244	0.18268244878036244	17	4	4	3	1	1
2359	integrate	FBgn0270924	1	0.18254043786099247	0.18254043786099247	79	6	6	4	0	0
3003	integrate	FBgn0265186	1	0.18237836666880902	0.18237836666880902	21	18	11	1	1	1
4704	integrate	FBgn0028341	1	0.18236818413874545	0.18236818413874545	104	3	3	2	0	0
6071	integrate	FBgn0011554	1	0.1817556410784068	0.1817556410784068	31	18	11	1	1	1
5663	integrate	FBgn0030239	1	0.18155505441298347	0.18155505441298347	37	29	2	1	1	1
3123	integrate	FBgn0037700	1	0.18109769837819883	0.18109769837819883	42	0	0	0	0	0
5515	integrate	FBgn0033195	1	0.18018537342709517	0.18018537342709517	15	13	9	2	0	0
4312	integrate	FBgn0264816	1	0.1799937954813773	0.1799937954813773	39	30	13	0	0	0
4293	integrate	FBgn0038167	1	0.17980901483271466	0.17980901483271466	49	32	12	4	0	0
5131	integrate	FBgn0003169	1	0.17979085673514456	0.17979085673514456	4	3	3	2	0	0
5970	integrate	FBgn0037515	1	0.17953340733690137	0.17953340733690137	27	12	7	3	1	1
6220	integrate	FBgn0035802	1	0.17953340733690137	0.17953340733690137	17	4	4	3	1	1
5715	integrate	FBgn0037949	1	0.1794248242031397	0.1794248242031397	4	3	3	2	0	0
2057	integrate	FBgn0032348	1	0.17934003838923968	0.17934003838923968	18	15	10	0	0	0
2575	integrate	FBgn0037780	1	0.179304589881839	0.179304589881839	32	10	0	0	0	0
6242	integrate	FBgn0261445	1	0.17927737787858378	0.17927737787858378	0	0	0	0	0	0
5540	integrate	FBgn0034707	1	0.17911694429004016	0.17911694429004016	65	15	10	0	0	0
5488	integrate	FBgn0029813	1	0.17892506809883194	0.17892506809883194	33	25	11	1	1	1
1030	integrate	FBgn0034664	1	0.17877848810473532	0.17877848810473532	138	19	5	3	1	1
372	integrate	FBgn0031493	1	0.17871329532135694	0.17871329532135694	36	28	12	4	0	0
3433	integrate	FBgn0035999	1	0.17863041282209108	0.17863041282209108	57	20	8	3	1	1
1832	integrate	FBgn0038419	1	0.17841666542512982	0.17841666542512982	142	35	10	0	0	0
1276	integrate	FBgn0031384	1	0.17829892630257463	0.17829892630257463	15	13	9	2	0	0
3437	integrate	FBgn0028518	1	0.17828903521965134	0.17828903521965134	21	18	11	1	1	1
6380	integrate	FBgn0031252	1	0.17787126130673947	0.17787126130673947	49	32	12	4	0	0
2328	integrate	FBgn0035047	1	0.17778335951533447	0.17778335951533447	36	28	12	4	0	0
5290	integrate	FBgn0265988	1	0.1773082993879268	0.1773082993879268	18	15	10	0	0	0
2303	integrate	FBgn0002791	1	0.1771004213183845	0.1771004213183845	36	28	12	4	0	0
4740	integrate	FBgn0032449	1	0.1769134612045913	0.1769134612045913	148	31	12	4	0	0
4016	integrate	FBgn0036892	1	0.1765955547114533	0.1765955547114533	32	10	0	0	0	0
1202	integrate	FBgn0040395	1	0.17635187924635903	0.17635187924635903	18	15	10	0	0	0
6208	integrate	FBgn0037657	1	0.1762007461731433	0.1762007461731433	15	13	9	2	0	0
3068	integrate	FBgn0036763	1	0.17553689360119806	0.17553689360119806	36	28	12	4	0	0
5269	integrate	FBgn0037369	1	0.17530234154886973	0.17530234154886973	85	22	8	3	1	1
1906	integrate	FBgn0030794	1	0.1752130133526433	0.1752130133526433	45	9	9	2	0	0
1794	integrate	FBgn0032075	1	0.17515646155060935	0.17515646155060935	78	33	1	1	1	1
853	integrate	FBgn0037317	1	0.17480669754369693	0.17480669754369693	41	31	12	4	0	0
1710	integrate	FBgn0029906	1	0.1745082767995398	0.1745082767995398	28	22	8	3	1	1
6149	integrate	FBgn0037446	1	0.17441291082750443	0.17441291082750443	39	30	13	0	0	0
3735	integrate	FBgn0038337	1	0.17441180530361874	0.17441180530361874	40	24	11	1	1	1
3215	integrate	FBgn0039094	1	0.17431956341005303	0.17431956341005303	33	25	11	1	1	1
5000	integrate	FBgn0037644	1	0.17427037470312373	0.17427037470312373	85	22	8	3	1	1
5190	integrate	FBgn0034186	1	0.17403748297480415	0.17403748297480415	36	28	12	4	0	0
4659	integrate	FBgn0036685	1	0.17363090751387733	0.17363090751387733	41	31	12	4	0	0
5358	integrate	FBgn0016701	1	0.17343345780505037	0.17343345780505037	57	20	8	3	1	1
5180	integrate	FBgn0038803	1	0.17310537974569248	0.17310537974569248	15	13	9	2	0	0
793	integrate	FBgn0010768	1	0.17148696277980957	0.17148696277980957	15	13	9	2	0	0
2309	integrate	FBgn0000721	1	0.17086309027705635	0.17086309027705635	18	15	10	0	0	0
1969	integrate	FBgn0036062	1	0.17056697830714082	0.17056697830714082	32	10	0	0	0	0
5072	integrate	FBgn0033055	1	0.17046874398762699	0.17046874398762699	41	31	12	4	0	0
6166	integrate	FBgn0038396	1	0.1701988009470137	0.1701988009470137	27	12	7	3	1	1
2613	integrate	FBgn0032818	1	0.1699107366804138	0.1699107366804138	85	22	8	3	1	1
5237	integrate	FBgn0000394	1	0.16982235934680132	0.16982235934680132	18	15	10	0	0	0
813	integrate	FBgn0037550	1	0.16974077113111077	0.16974077113111077	27	12	7	3	1	1
1933	integrate	FBgn0034191	1	0.169407826566125	0.169407826566125	43	23	10	0	0	0
2817	integrate	FBgn0038474	1	0.16924462146329478	0.16924462146329478	27	12	7	3	1	1
1142	integrate	FBgn0024947	1	0.16874103314310962	0.16874103314310962	35	27	4	3	1	1
784	integrate	FBgn0036850	1	0.16852567897975917	0.16852567897975917	41	31	12	4	0	0
6186	integrate	FBgn0036038	1	0.16848059144459834	0.16848059144459834	32	10	0	0	0	0
1114	integrate	FBgn0030793	1	0.16819417941349896	0.16819417941349896	28	22	8	3	1	1
3019	integrate	FBgn0030805	1	0.16794132767594375	0.16794132767594375	45	9	9	2	0	0
3640	integrate	FBgn0036889	1	0.1675157612559665	0.1675157612559665	28	22	8	3	1	1
5756	integrate	FBgn0032166	1	0.16718997612235115	0.16718997612235115	28	22	8	3	1	1
5001	integrate	FBgn0035150	1	0.16687303541765663	0.16687303541765663	4	3	3	2	0	0
2329	integrate	FBgn0030460	1	0.16649469712013465	0.16649469712013465	39	30	13	0	0	0
644	integrate	FBgn0031633	1	0.16641647501464182	0.16641647501464182	14	12	7	3	1	1
4935	integrate	FBgn0033029	1	0.16640331310160608	0.16640331310160608	45	9	9	2	0	0
1604	integrate	FBgn0035780	1	0.1655859463397727	0.1655859463397727	21	18	11	1	1	1
5553	integrate	FBgn0029828	1	0.16547307735548142	0.16547307735548142	46	1	1	1	1	1
6020	integrate	FBgn0036188	1	0.16545915003568912	0.16545915003568912	27	12	7	3	1	1
4629	integrate	FBgn0038682	1	0.16487499050270688	0.16487499050270688	131	18	11	1	1	1
3043	integrate	FBgn0037911	1	0.1642514318844004	0.1642514318844004	28	22	8	3	1	1
46	integrate	FBgn0261261	1	0.16396963336642806	0.16396963336642806	17	4	4	3	1	1
5181	integrate	FBgn0037560	1	0.16271339347758643	0.16271339347758643	35	27	4	3	1	1
3669	integrate	FBgn0283438	1	0.16173463386169595	0.16173463386169595	0	0	0	0	0	0
3690	integrate	FBgn0027499	1	0.16113191226705692	0.16113191226705692	4	3	3	2	0	0
2435	integrate	FBgn0034792	1	0.1607196986807844	0.1607196986807844	32	10	0	0	0	0
4574	integrate	FBgn0020647	1	0.16050588862644347	0.16050588862644347	167	35	10	0	0	0
2916	integrate	FBgn0036571	1	0.1600050864138913	0.1600050864138913	28	22	8	3	1	1
2218	integrate	FBgn0044823	1	0.159902148988734	0.159902148988734	36	28	12	4	0	0
314	integrate	FBgn0000662	1	0.1588981447318856	0.1588981447318856	79	6	6	4	0	0
5370	integrate	FBgn0028436	1	0.15833548821686114	0.15833548821686114	85	22	8	3	1	1
2645	integrate	FBgn0052365	1	0.15832889615403167	0.15832889615403167	121	3	3	2	0	0
5792	integrate	FBgn0034399	1	0.15797256771202772	0.15797256771202772	34	26	10	0	0	0
941	integrate	FBgn0034735	1	0.15767321922630614	0.15767321922630614	32	10	0	0	0	0
1627	integrate	FBgn0061476	1	0.15737202801446093	0.15737202801446093	121	3	3	2	0	0
5496	integrate	FBgn0037504	1	0.15712919660837232	0.15712919660837232	34	26	10	0	0	0
4533	integrate	FBgn0260741	1	0.15679396920153219	0.15679396920153219	4	3	3	2	0	0
3782	integrate	FBgn0051495	1	0.15569375817561795	0.15569375817561795	15	13	9	2	0	0
6030	integrate	FBgn0263599	1	0.15558951998125026	0.15558951998125026	18	15	10	0	0	0
5872	integrate	FBgn0037382	1	0.15540392998130714	0.15540392998130714	18	15	10	0	0	0
1748	integrate	FBgn0052485	1	0.15537515112948855	0.15537515112948855	33	25	11	1	1	1
285	integrate	FBgn0027052	1	0.1548983177774027	0.1548983177774027	43	23	10	0	0	0
6409	integrate	FBgn0024365	1	0.1541632100138949	0.1541632100138949	41	31	12	4	0	0
4092	integrate	FBgn0033654	1	0.15411643642302972	0.15411643642302972	35	27	4	3	1	1
4806	integrate	FBgn0033978	1	0.15372481150088696	0.15372481150088696	70	19	5	3	1	1
2522	integrate	FBgn0015818	1	0.15308669634611788	0.15308669634611788	49	32	12	4	0	0
5507	integrate	FBgn0031060	1	0.1523119363216876	0.1523119363216876	85	22	8	3	1	1
3183	integrate	FBgn0053969	1	0.15192088837803777	0.15192088837803777	42	0	0	0	0	0
4310	integrate	FBgn0038755	1	0.15080609332832773	0.15080609332832773	18	15	10	0	0	0
5127	integrate	FBgn0035247	1	0.1506884820725676	0.1506884820725676	34	26	10	0	0	0
2633	integrate	FBgn0039128	1	0.15002651527066999	0.15002651527066999	49	32	12	4	0	0
5063	integrate	FBgn0033777	1	0.14999037976731125	0.14999037976731125	31	18	11	1	1	1
6145	integrate	FBgn0028703	1	0.1497871463426537	0.1497871463426537	15	13	9	2	0	0
3060	integrate	FBgn0030749	1	0.14942406135348957	0.14942406135348957	18	15	10	0	0	0
6213	integrate	FBgn0034572	1	0.14939663580305187	0.14939663580305187	28	22	8	3	1	1
4937	integrate	FBgn0034083	1	0.14906470560845791	0.14906470560845791	18	15	10	0	0	0
3393	integrate	FBgn0013432	1	0.14806818057566562	0.14806818057566562	28	22	8	3	1	1
2538	integrate	FBgn0033540	1	0.14802820107441939	0.14802820107441939	40	24	11	1	1	1
2636	integrate	FBgn0037347	1	0.14786051991123192	0.14786051991123192	134	8	8	3	1	1
1974	integrate	FBgn0035725	1	0.1472000037953958	0.1472000037953958	73	35	10	0	0	0
2068	integrate	FBgn0039293	1	0.1470801127906804	0.1470801127906804	15	13	9	2	0	0
689	integrate	FBgn0028546	1	0.1466980235409425	0.1466980235409425	49	32	12	4	0	0
4065	integrate	FBgn0250867	1	0.14596369979218218	0.14596369979218218	40	24	11	1	1	1
4228	integrate	FBgn0266579	1	0.14591336687243056	0.14591336687243056	12	11	4	3	1	1
3658	integrate	FBgn0015351	1	0.14586818094287432	0.14586818094287432	27	12	7	3	1	1
5696	integrate	FBgn0033716	1	0.1451585238279883	0.1451585238279883	27	12	7	3	1	1
1241	integrate	FBgn0036545	1	0.14514922059305466	0.14514922059305466	41	31	12	4	0	0
6302	integrate	FBgn0034060	1	0.14506596795412743	0.14506596795412743	49	32	12	4	0	0
1245	integrate	FBgn0001965	1	0.14498748624220195	0.14498748624220195	121	3	3	2	0	0
4788	integrate	FBgn0025463	1	0.1447579461551891	0.1447579461551891	63	36	12	4	0	0
3303	integrate	FBgn0013718	1	0.14413731098184274	0.14413731098184274	45	9	9	2	0	0
2915	integrate	FBgn0263974	1	0.1440718825529626	0.1440718825529626	18	15	10	0	0	0
3892	integrate	FBgn0033130	1	0.14370530032465753	0.14370530032465753	33	25	11	1	1	1
6015	integrate	FBgn0046301	1	0.14296417830314764	0.14296417830314764	34	26	10	0	0	0
668	integrate	FBgn0036090	1	0.14258623722218197	0.14258623722218197	0	0	0	0	0	0
5330	integrate	FBgn0039637	1	0.14241403564064098	0.14241403564064098	76	37	4	3	1	1
3256	integrate	FBgn0266958	1	0.14198668991299684	0.14198668991299684	36	28	12	4	0	0
6403	integrate	FBgn0053519	1	0.14164593272116177	0.14164593272116177	55	25	11	1	1	1
5013	integrate	FBgn0030735	1	0.14157285109913448	0.14157285109913448	18	15	10	0	0	0
2589	integrate	FBgn0053172	1	0.14137461989776612	0.14137461989776612	36	28	12	4	0	0
3982	integrate	FBgn0027506	1	0.14117771260940074	0.14117771260940074	49	32	12	4	0	0
2578	integrate	FBgn0027873	1	0.1407443081495656	0.1407443081495656	18	15	10	0	0	0
2220	integrate	FBgn0030995	1	0.1404409041947662	0.1404409041947662	41	31	12	4	0	0
1432	integrate	FBgn0036505	1	0.13995661556845732	0.13995661556845732	0	0	0	0	0	0
3130	integrate	FBgn0031566	1	0.13913497436052633	0.13913497436052633	49	32	12	4	0	0
1334	integrate	FBgn0032234	1	0.13823274537066343	0.13823274537066343	85	22	8	3	1	1
3976	integrate	FBgn0020407	1	0.13815730139272883	0.13815730139272883	4	3	3	2	0	0
2600	integrate	FBgn0036124	1	0.13764330216712956	0.13764330216712956	0	0	0	0	0	0
2706	integrate	FBgn0032169	1	0.13756607401414636	0.13756607401414636	39	30	13	0	0	0
2859	integrate	FBgn0038876	1	0.1371564196337063	0.1371564196337063	85	22	8	3	1	1
5432	integrate	FBgn0029688	1	0.13681906760970358	0.13681906760970358	18	15	10	0	0	0
4492	integrate	FBgn0037661	1	0.13676239636787693	0.13676239636787693	65	15	10	0	0	0
4837	integrate	FBgn0030607	1	0.13643078864412606	0.13643078864412606	28	22	8	3	1	1
3424	integrate	FBgn0031457	1	0.13607149209511535	0.13607149209511535	36	28	12	4	0	0
1479	integrate	FBgn0026207	1	0.1355740834504659	0.1355740834504659	36	28	12	4	0	0
4345	integrate	FBgn0039350	1	0.13541990060619877	0.13541990060619877	69	32	12	4	0	0
3670	integrate	FBgn0004397	1	0.13470931948094947	0.13470931948094947	17	4	4	3	1	1
6540	integrate	FBgn0015765	1	0.1339088464094794	0.1339088464094794	17	4	4	3	1	1
4664	integrate	FBgn0261380	1	0.13327671156778317	0.13327671156778317	34	26	10	0	0	0
318	integrate	FBgn0032339	1	0.13311285773710613	0.13311285773710613	65	15	10	0	0	0
4261	integrate	FBgn0038704	1	0.1329763940310303	0.1329763940310303	82	14	9	2	0	0
5189	integrate	FBgn0039733	1	0.1327239077805425	0.1327239077805425	19	16	0	0	0	0
1844	integrate	FBgn0031115	1	0.13265850040986144	0.13265850040986144	39	30	13	0	0	0
3534	integrate	FBgn0035440	1	0.1322638078392382	0.1322638078392382	49	32	12	4	0	0
70	integrate	FBgn0028406	1	0.1322611851622469	0.1322611851622469	15	13	9	2	0	0
2626	integrate	FBgn0036662	1	0.1322611851622469	0.1322611851622469	17	4	4	3	1	1
1586	integrate	FBgn0037315	1	0.1322263897323675	0.1322263897323675	39	30	13	0	0	0
3789	integrate	FBgn0002715	1	0.13191908591297988	0.13191908591297988	36	28	12	4	0	0
2085	integrate	FBgn0024994	1	0.13176408974963932	0.13176408974963932	66	26	10	0	0	0
5413	integrate	FBgn0032378	1	0.13105066877209898	0.13105066877209898	104	3	3	2	0	0
2841	integrate	FBgn0033050	1	0.1306478379829205	0.1306478379829205	43	23	10	0	0	0
25	integrate	FBgn0029911	1	0.1305593457378702	0.1305593457378702	24	14	9	2	0	0
1390	integrate	FBgn0031774	1	0.13039900685062103	0.13039900685062103	28	22	8	3	1	1
1239	integrate	FBgn0003969	1	0.1293365687843947	0.1293365687843947	4	3	3	2	0	0
6046	integrate	FBgn0262518	1	0.1288832868787209	0.1288832868787209	0	0	0	0	0	0
6267	integrate	FBgn0031974	1	0.12887225511648173	0.12887225511648173	33	25	11	1	1	1
5983	integrate	FBgn0030657	1	0.12866888715953734	0.12866888715953734	34	26	10	0	0	0
1466	integrate	FBgn0037623	1	0.12786130576681284	0.12786130576681284	35	27	4	3	1	1
1120	integrate	FBgn0001087	1	0.12753215700196732	0.12753215700196732	10	9	9	2	0	0
267	integrate	FBgn0038846	1	0.12689134621032125	0.12689134621032125	40	24	11	1	1	1
44	integrate	FBgn0011241	1	0.12656625367880803	0.12656625367880803	28	22	8	3	1	1
2518	integrate	FBgn0035333	1	0.12605735388326578	0.12605735388326578	82	14	9	2	0	0
2411	integrate	FBgn0032665	1	0.12591239254316783	0.12591239254316783	111	18	11	1	1	1
1864	integrate	FBgn0001247	1	0.1250524381188281	0.1250524381188281	28	22	8	3	1	1
4194	integrate	FBgn0038881	1	0.1234413421799912	0.1234413421799912	35	27	4	3	1	1
4085	integrate	FBgn0033339	1	0.12298732601015891	0.12298732601015891	28	22	8	3	1	1
5900	integrate	FBgn0031990	1	0.12231651355247201	0.12231651355247201	82	14	9	2	0	0
3512	integrate	FBgn0038869	1	0.12223902281007853	0.12223902281007853	17	4	4	3	1	1
1013	integrate	FBgn0261610	1	0.12208707940510186	0.12208707940510186	36	28	12	4	0	0
5357	integrate	FBgn0027602	1	0.12208707940510186	0.12208707940510186	49	32	12	4	0	0
568	integrate	FBgn0027791	1	0.12085812267647547	0.12085812267647547	57	20	8	3	1	1
5668	integrate	FBgn0259170	1	0.12078599886580198	0.12078599886580198	104	3	3	2	0	0
469	integrate	FBgn0003744	1	0.12057127386814273	0.12057127386814273	15	13	9	2	0	0
50	integrate	FBgn0263659	1	0.12046051225466482	0.12046051225466482	35	27	4	3	1	1
5146	integrate	FBgn0033812	1	0.11972100779437714	0.11972100779437714	114	22	8	3	1	1
4868	integrate	FBgn0030088	1	0.11925848995198557	0.11925848995198557	15	13	9	2	0	0
3045	integrate	FBgn0029801	1	0.11899576546821958	0.11899576546821958	15	13	9	2	0	0
6563	integrate	FBgn0050438	1	0.11899576546821958	0.11899576546821958	35	27	4	3	1	1
4865	integrate	FBgn0039183	1	0.11865167919533028	0.11865167919533028	32	10	0	0	0	0
5539	integrate	FBgn0260397	1	0.11795005637604022	0.11795005637604022	121	3	3	2	0	0
3001	integrate	FBgn0023407	1	0.11735182736114698	0.11735182736114698	61	3	3	2	0	0
2524	integrate	FBgn0083068	1	0.11692705323901031	0.11692705323901031	0	0	0	0	0	0
1822	integrate	FBgn0035721	1	0.11655058631292267	0.11655058631292267	28	22	8	3	1	1
2357	integrate	FBgn0037293	1	0.11651613142075755	0.11651613142075755	23	19	5	3	1	1
5500	integrate	FBgn0004611	1	0.11631909873637739	0.11631909873637739	36	28	12	4	0	0
81	integrate	FBgn0052698	1	0.11620052246204518	0.11620052246204518	40	24	11	1	1	1
1860	integrate	FBgn0036298	1	0.1161396282187156	0.1161396282187156	18	15	10	0	0	0
1282	integrate	FBgn0038651	1	0.11600254465376159	0.11600254465376159	18	15	10	0	0	0
1772	integrate	FBgn0267792	1	0.1153032772932073	0.1153032772932073	41	31	12	4	0	0
3937	integrate	FBgn0037105	1	0.11529187219487931	0.11529187219487931	15	13	9	2	0	0
5595	integrate	FBgn0051441	1	0.11529187219487931	0.11529187219487931	36	28	12	4	0	0
957	integrate	FBgn0031068	1	0.1150246659227395	0.1150246659227395	38	30	13	0	0	0
4357	integrate	FBgn0028515	1	0.1148904277761855	0.1148904277761855	27	12	7	3	1	1
1415	integrate	FBgn0261278	1	0.11481829757481751	0.11481829757481751	69	32	12	4	0	0
5403	integrate	FBgn0052772	1	0.11439768992926841	0.11439768992926841	115	3	3	2	0	0
6122	integrate	FBgn0026079	1	0.11417981250571038	0.11417981250571038	85	22	8	3	1	1
404	integrate	FBgn0036812	1	0.11389122361123266	0.11389122361123266	41	31	12	4	0	0
5184	integrate	FBgn0038583	1	0.11378111303166372	0.11378111303166372	36	28	12	4	0	0
524	integrate	FBgn0039767	1	0.11369449302039131	0.11369449302039131	41	31	12	4	0	0
1451	integrate	FBgn0041711	1	0.11306790232979744	0.11306790232979744	40	24	11	1	1	1
4861	integrate	FBgn0013720	1	0.11234142621701007	0.11234142621701007	49	32	12	4	0	0
1778	integrate	FBgn0261535	1	0.11162086598639247	0.11162086598639247	76	37	4	3	1	1
2985	integrate	FBgn0034081	1	0.1115662047933059	0.1115662047933059	27	12	7	3	1	1
2701	integrate	FBgn0033483	1	0.11131575817446798	0.11131575817446798	33	25	11	1	1	1
1476	integrate	FBgn0030060	1	0.11006208288323206	0.11006208288323206	66	26	10	0	0	0
